time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-04 00:00:00+00:00,44,17,12,1
2026-04-05 00:00:00+00:00,96,35,75,2
2026-04-06 00:00:00+00:00,13,9,0,0
2026-04-07 00:00:00+00:00,6,6,3,3
2026-04-08 00:00:00+00:00,48,17,9,9
2026-04-09 00:00:00+00:00,63,14,0,0
2026-04-10 00:00:00+00:00,30,14,1,1
2026-04-11 00:00:00+00:00,36,14,4,2
2026-04-12 00:00:00+00:00,108,21,13,2
2026-04-13 00:00:00+00:00,78,20,35,2
2026-04-14 00:00:00+00:00,39,9,2,2
2026-04-15 00:00:00+00:00,16,7,5,3
2026-04-16 00:00:00+00:00,53,18,19,2
2026-04-17 00:00:00+00:00,16,7,0,0
