time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-09 00:00:00+00:00,17.0,5.0,14.0,3.0
2024-11-10 00:00:00+00:00,4.0,2.0,,
2024-11-11 00:00:00+00:00,3.0,3.0,,
2024-11-12 00:00:00+00:00,,,1.0,1.0
2024-11-13 00:00:00+00:00,,,15.0,1.0
2024-11-18 00:00:00+00:00,4.0,2.0,,
2024-11-19 00:00:00+00:00,4.0,1.0,16.0,1.0
2024-11-20 00:00:00+00:00,2.0,2.0,12.0,2.0
2024-11-21 00:00:00+00:00,22.0,6.0,37.0,3.0
2024-11-22 00:00:00+00:00,26.0,7.0,13.0,1.0
